ID,English,Hebrew,Arabic
3292,"pairs","זוגות","أزواج"
3293,"pajamas","פיג'מה","بيجاما"
3294,"palace","ארמון","قصر"
3295,"palace (n)","ארמון","قصر"
3296,"pancake (n)","פנקייק","فطيرة, محلاة"
3297,"panda","פנדה","باندا"
3298,"panic (v)","להיכנס לפניקה","يرتعب، يفزع"
3299,"pants (n)","מכנסיים","بنطلون"
3300,"papers","ניירות","أوراق"
3301,"parade","מצעד, תהלוכה","إستعراض"
3302,"paragraph (n)","פסקה","فقرة"
3303,"paragraphs","פסקאות","فقرات"
3304,"paralyzed","משותק","مشلول"
3305,"paramedic (n)","חובש","مسعف"
3306,"parents (n)","הורים","والدان"
3307,"Paris","פריז","باريس"
3308,"park (n)","פארק, גן שעשועים","حديقة عامة, متنزه"
3309,"park (v)","לחנות","يركن"
3310,"parrot (n)","תוכי","ببغاء"
3311,"part (n)","חלק","جزء"
3312,"part of","חלק מ-","جزء من, قسم من"
3313,"participate","להשתתף","يشارك"
3314,"participate (in)","להשתתף (ב-)","يشارك (في)"
3315,"participate (v)","להשתתף","يشترك"
3316,"particular","מסוים, מיוחד","معين, خاص"
3317,"particularly","במיוחד","خاصة"
3318,"parties","מסיבות","حفلات"
3319,"partly","באופן חלקי","جزئياً"
3320,"partner","שותף, בן זוג","شريك"
3321,"partner (n)","שותף, בן זוג","شريك, رفيق"
3322,"partnership","שותפות","شراكة"
3323,"parts","חלקים","أجزاء"
3324,"party","מסיבה","حفلة"
3325,"party (n)","מסיבה","حفلة"
3326,"pass (v)","לעבור, להעביר","يمرر, يجتاز, يمر, ينجح"
3327,"pass a law","להעביר חוק","يسن قانوناً"
3328,"passage","קטע, מעבר","ممر, فقرة"
3329,"passenger (n)","נוסע","راكب"
3330,"passport (n)","דרכון","جواز سفر"
3331,"past","עבר","ماضي"
3332,"pasta","פסטה","باستا (معكرونة)"
3333,"pasta (n)","פסטה","باستا (نوع من المكرونة)"
3334,"patch","טלאי","رقعة"
3335,"path","שביל, נתיב","مسار, طريق"
3336,"patient (n)","סבלני","مريض"
3337,"patiently (adv)","בסבלנות","بصبر"
3338,"pattern","דפוס, תבנית","نمط, نموذج"
3339,"pauper","עני, קבצן","فقير"
3340,"pause (v)","להפסיק, לעצור","يتوقّف"
3341,"paw","כף רגל של חיה","قدم الحيوان"
3342,"pay","לשלם","يدفع"
3343,"pay (v)","לשלם","يدفع"
3344,"pay attention (to)","לשים לב (ל-)","ينتبه (إلى)"
3345,"pay attention to","לשים לב ל-","ينتبه إلى"
3346,"pay back","להחזיר חוב","يسدد"
3347,"peace","שלום","سلام"
3348,"peace and quiet","שלווה ושקט","هدوء وسكينة"
3349,"peaceful","שקט, שלו","هادئ, مسالم"
3350,"peach","אפרסק","خوخ"
3351,"peacock","טווס","طاووس"
3352,"peanuts","בוטנים","فول سوداني"
3353,"pear","אגס","إجاص"
3354,"penguin (n)","פינגווין","بطريق"
3355,"penguins","פינגווינים","بطاريق"
3356,"people (n)","אנשים","ناس, أشخاص"
3357,"pepper","פלפל","فلفل"
3358,"percent / percentage","אחוז / אחוזים","نسبة مئوية"
3359,"perfect","מושלם","كامل, مثالي"
3360,"perfect (adj)","מושלם","كامل"
3361,"perfectly","באופן מושלם","بشكل مثالي"
3362,"perform","להופיע, לבצע","يؤدّي"
3363,"performance","הופעה, הצגה, ביצוע","أداء, عرض"
3364,"performer","אמן משחק/הופעה","مؤدٍّ"
3365,"period (n)","תקופה, נקודה","فترة"
3366,"permanent","קבוע","دائم"
3367,"permission","רשות","إذن"
3368,"permit","לאפשר, להתיר","يسمح"
3369,"personal (adj)","אישי","شخصي"
3370,"personality","אישיות","شخصيّة"
3371,"perspective","נקודת מבט, פרספקטיבה","وجهة نظر، منظور"
3372,"pet (n)","חיית מחמד","حيوان أليف"
3373,"pet (v)","ללטף","يداعب"
3374,"philosophy","פילוסופיה","فلسفة"
3375,"phone (n)","טלפון","هاتف"
3376,"phone (v)","לטלפן, להתקשר","يتصل بالهاتف, يتلفن"
3377,"phone call","שיחת טלפון","مكالمة هاتفية"
3378,"phone number","מספר טלפון","رقم تلفون"
3379,"phony","מזויף","مزيّف، زائف"
3380,"photo (n)","צילום","صورة فوتوغرافية"
3381,"photograph (n)","תצלום","صورة"
3382,"photographer (n)","צלם","مصور"
3383,"photographs","תצלומים","صور فوتوغرافية"
3384,"photos","תמונות","صور"
3385,"phrase","ביטוי, צירוף","عبارة"
3386,"phrase (n)","ביטוי, צירוף מילים","عبارة"
3387,"phrases","ביטויים","عبارات"
3388,"physical","גופני, פיזי","جسدي, بدني"
3389,"physical education","חינוך גופני","تربية بدنية"
3390,"physically","פיזית, גופנית","من الناحية الجسدية"
3391,"physics","פיזיקה","فيزياء"
3392,"physiology","פיזיולוגיה","فيزيولوجيا"
3393,"pick (v)","לבחור, לקטוף","يلتقط, يختار"
3394,"pick up","להרים","يلتقط"
3395,"pick up (v)","להרים, לאסוף","يأخذ, يلتقد بسيارة"
3396,"picnic (n)","פיקניק","نزهة في الطبيعة"
3397,"picture (n)","תמונה","صورة, لوحة"
3398,"pie","פאי","فطيرة"
3399,"pie chart","תרשים עוגה","مخطط دائري"
3400,"piece","חתיכה","قطعة"
3401,"pig (n)","חזיר","خنزير"
3402,"pillow","כרית","وسادة"
3403,"pilot (n)","טייס","طيار"
3404,"pink","ורוד","وردي"
3405,"pipe","צינור","أنبوب"
3406,"pirate","פיראט, שודד ים","قرصان"
3407,"pita","פיתה","خبز"
3408,"pizza (n)","פיצה","بيتزا"
3409,"place (n)","מקום","مكان"
3410,"plan (n)","תוכנית","خطة"
3411,"plan (v)","לתכנן","يخطط"
3412,"plan a trip","לתכנן טיול","يخطط لرحلة"
3413,"plan to","לתכנן ל-","يخطط ل"
3414,"plane (n)","מטוס","طائرة"
3415,"planes","מטוסים","طائرات"
3416,"planet","כוכב לכת","كوكب"
3417,"planet (n)","כוכב לכת","كوكب, سيار"
3418,"plant (n)","צמח, צמחייה","نبات, أعشاب"
3419,"plant (v)","לשתול, לנטוע","يغرس, يزرع"
3420,"plasma TV","פלזמה, טלוויזיה","شاشة بلازما"
3421,"plastic bag","שקית פלסטיק","كيس بلاستيك"
3422,"plastic bottle","בקבוק פלסטיק","قنينة بلاستيكية"
3423,"plate","צלחת","صحن"
3424,"play (v)","לשחק, לנגן","يلعب, يعزف"
3425,"play a game","לשחק משחק","يلعب لعبة"
3426,"play a role","למלא תפקיד","يلعب دوراً"
3427,"play in a band","לנגן בלהקה","يعزف في فرقة"
3428,"play sport","לעשות ספורט","يمارس رياضة"
3429,"play tricks","לעשות תעלולים","يقوم بحيل, بألعاب الخفة"
3430,"played","שיחק","لعب"
3431,"player","שחקן","لاعب"
3432,"player (n)","שחקן, נגן, מנגינה","لاعب, موسيقي, جهاز تشغيل"
3433,"playing","משחק","يلعب"
3434,"plays","שיחק, מחזות","مسرحيات, يلعب"
3435,"pleasant","נעים","لطيف"
3436,"please","בבקשה","من فضلك, أرجوك"
3437,"pleased","מרוצה","مسرور"
3438,"plenty of","הרבה","الكثير من"
3439,"plot (n)","עלילה","حبكة"
3440,"plum","שזיף","خوخ"
3441,"plus","ועוד","بالإضافة"
3442,"pocket","כיס","جيب"
3443,"pocket money","דמי כיס","مصروف الجيب"
3444,"poem (n)","שיר","قصيدة"
3445,"poet (n)","משורר","شاعر"
3446,"point (n)","נקודה","نقطة"
3447,"point of view","נקודת מבט","وجهة نظر"
3448,"points","נקודות","نقاط"
3449,"poisonous","רעיל","سام"
3450,"polar bear","דוב קוטב","دب قطبي"
3451,"polar bear (n)","דוב קוטב","دب قطبي"
3452,"police (n)","משטרה","شرطة"
3453,"police station","תחנת משטרה","مركز شرطة"
3454,"policeman (n)","שוטר","شرطي"
3455,"policy","מדיניות","سياسة"
3456,"polite","מנומס","مهذب"
3457,"polite (adj)","מנומס","مهذب"
3458,"pollute","לזהם","يلوث"
3459,"pollution (n)","זיהום","تلوث"
3460,"pond (n)","בריכה","بركة"
3461,"pony (n)","סוס פוני","فرس قزم, مهر صغير"
3462,"pool (n)","בריכה","بركة سباحة"
3463,"poor","עני","فقير"
3464,"poor (adj)","עני","فقير"
3465,"poor man","איש עני","رجل فقير"
3466,"pop idol","כוכב פופ","صنم بوب"
3467,"pop music","מוסיקת פופ","موسيقى البوب"
3468,"pop star","כוכב פופ","نجم بوب"
3469,"popular","פופולרי","شعبي, شائع"
3470,"popular (adj)","פופולרי","شعبي"
3471,"popular singer","זמר פופולרי","مغني شعبي"
3472,"population","אוכלוסייה","سكان"
3473,"port","נמל","ميناء"
3474,"Port au Prince","פורט או פרינס","بورت أو برنس"
3475,"positive","חיובי, צרלה חיובית","صيغة الإيجاب"
3476,"possibility","אפשרות","إمكانية"
3477,"possible","אפשרי","ممكن"
3478,"possibly","אולי, ייתכן","ربما"
3479,"post office","דואר, בית דואר","مكتب البريد"
3480,"poster (n)","פוסטר, כרזה","ملصق"
3481,"potato (n)","תפוח אדמה","بطاطا"
3482,"potato chips","צ'יפס","رقائق بطاطا"
3483,"potatoes","תפוחי אדמה","بطاطا"
3484,"potential","פוטנציאל, אפשרי","إمكانية, محتمل"
3485,"pour","לשפוך, למזוג","يصب"
3486,"poverty","עוני","فقر"
3487,"power","כוח, עוצמה","قوة, سلطة"
3488,"power (n)","כוח, עוצמה","قوة"
3489,"powerful","חזק, רב עוצמה","قوي"
3490,"practical","מעשי","عملي"
3491,"practice (n)","תרגול, אימון","تمرين, ممارسة"
3492,"practice (v)","לתרגל, להתאמן","يمارس, يتدرب"
3493,"practiced","תרגל","تدرب"
3494,"practicing","מתרגל","يتدرب على"
3495,"prayer","תפילה","صلاة"
3496,"precious metal","מתכת יקרה","معدن ثمين"
3497,"predict (v)","לנבא, לחזות","يتنبأ"
3498,"prediction (n)","תחזית, ניבוי","تنبؤ"
3499,"prefer","להעדיף","يفضل"
3500,"prefer (v)","להעדיף","يفضل"
3501,"prefix","תחילית","بادئة"
3502,"preparations","הכנות","تحضيرات"
3503,"prepare","להכין","يحضر, يعد"
3504,"prepare (v)","להכין","يحضر, يعد"
3505,"present (n)","מתנה, הווה","هدية, الوقت الحاضر"
3506,"present (v)","להציג","يعرض, يقدم"
3507,"presentation (n)","הצגה, מצגת","عرض, تقديم"
3508,"preservative","חומר משמר","مادة حافظة"
3509,"preserve","לשמר","يحافظ على"
3510,"president (n)","נשיא","رئيس"
3511,"pressure","לחץ","ضغط"
3512,"pretend (v)","להעמיד פנים","يتظاهر"
3513,"pretty (adj)","יפה","جميلة"
3514,"prevent","למנוע","يمنع"
3515,"price","מחיר","سعر, ثمن"
3516,"price (n)","מחיר","سعر, ثمن"
3517,"prices","מחירים","أسعار"
3518,"primary","ראשוני, עיקרי","أساسي"
3519,"prince","נסיך","أمير"
3520,"princess","נסיכה","أميرة"
3521,"principal (adj)","עיקרי, ראשי","رئيسي"
3522,"principal (n)","מנהל בית ספר","مدير مدرسة"
3523,"print (v)","להדפיס","يطبع"
3524,"printer (n)","מדפסת","طابعة"
3525,"prison","כלא","سجن"
3526,"prison (n)","כלא","سجن"
3527,"prisoners","אסירים","سجناء"
3528,"private","פרטי","خاص"
3529,"prize","פרס","جائزة"
3530,"prize (n)","פרס","جائزة"
3531,"probably","כנראה","من المحتمل, ربما"
3532,"problem","בעיה","مشكلة"
3533,"problem (n)","בעיה","مشكلة"
3534,"process","תהליך","عملية"
3535,"produce","לייצר","ينتج"
3536,"produce (v)","לייצר","ينتج"
3537,"product","מוצר","منتج"
3538,"professor (n)","פרופסור","بروفيسور, أستاذ"
3539,"profile","פרופיל","ملف شخصي"
3540,"profile (n)","פרופיל, פרטים, תקציר","تفاصيل, سيرة"
3541,"profit","רווח","ربح"
3542,"program (n)","תוכנית","برنامج"
3543,"programs","תוכניות","برامج"
3544,"progress","התקדמות","تقدم"
3545,"project (n)","פרויקט, מיזם","مشروع"
3546,"promise (n, v)","הבטחה, להבטיח","وعد, يعد"
3547,"promise (v)","להבטיח","يعد"
3548,"pronoun","כינוי גוף","ضمير"
3549,"pronounce","לבטא","ينطق"
3550,"property","רכוש, נכס","ملكية, عقار"
3551,"proposal","הצעה","عرض, إقتراح"
3552,"protect","להגן","يحمي"
3553,"protect (v)","להגן (על-)","يحمي"
3554,"protective gear","ציוד מגן","أدوات الوقاية"
3555,"proud","גאה","فخور"
3556,"proud (of)","גאה (-ב)","فخور"
3557,"prouder (adj) (proud)","יותר גאה","أكثر فخر"
3558,"proudest (adj) (proud)","הכי גאה","الأكثر فخراً"
3559,"proudly (adv)","בגאווה","بفخر"
3560,"prove","להוכיח","يثبت"
3561,"provide","לספק","يوفر"
3562,"psychologist","פסיכולוג","عالم النفس"
3563,"public (adj)","ציבורי","عام"
3564,"public (n)","ציבור","عام, جمهور"
3565,"publisher","מוציא לאור","ناشر"
3566,"pull (v)","למשוך, לגרור","يسحب, يجر"
3567,"pull apart","לפרק, להפריד","يفكك"
3568,"pull up","למשוך מעלה","يسحب إلى أعلى"
3569,"pump (n)","משאבה","مضخة"
3570,"pump (v)","לשאוב","يضخ"
3571,"punch line","שורת המפתח, הנקודה","النكتة الأساسية"
3572,"punctuation (n)","פיסוק, סימני פיסוק","ترقيم"
3573,"punishment","עונש","عقاب"
3574,"puppy","גור כלבים","جرو"
3575,"puppy (n)","כלבלב","كلب صغير, جرو"
3576,"pure","טהור, נקי","نقي, صافٍ"
3577,"purple","סגול","بنفسجي"
3578,"purpose","מטרה","غرض, هدف"
3579,"purpose (n)","מטרה, תכלית","هدف, غاية"
